No,User Name,Rating Bintang,Tanggal,Ulasan Asli,Ulasan Preprocessing,Skor Sentimen,Sentimen Teks,Status Kesesuaian,Keterangan Anomali
2727,Humairoh 27,1,2026-08-25,"ini BPJS aneh banget giliran mau dipake ditolak terus alesan nya provider terdaftar ditempat lain, kalo gitu masa iya gua yg misal kan lagi ngerantau jauh harus balik dulu bertobat nya ketempat klinik yg terdaftar, ditambah kalo ganti klinik proses nya nunggu lagi! tiap bulan gua bayar lohh jangan dipersulit lah, orang lagi sakit ada aja cobaan nya, giliran kena kasus baru bergerak kalian!!",ini bpjs aneh banget giliran mau dipake ditolak terus alesan nya provider terdaftar ditempat lain kalo gitu masa iya gua yang misal kan lagi ngerantau jauh harus balik dulu bertobat nya ketempat klinik yang terdaftar ditambah kalo ganti klinik proses nya nunggu lagi tiap bulan gua bayar lohh jangan dipersulit lah orang lagi sakit ada aja cobaan nya giliran kena kasus baru bergerak kalian,-0.75,Negatif,MATCH,
2728,Rizki N,1,2026-08-25,aplikasi gak guna,aplikasi tidak guna,0,Netral,MATCH,
2729,Rahmat dano Sella,5,2026-08-25,THANKS FOR YOUR,thanks for your,0,Netral,MATCH,
2730,Devi Yana,5,2026-08-25,baik di gunakan,baik di gunakan,2,Positif,MATCH,
2731,Eva Lefly,1,2026-08-25,ada fitur BPJS keliling tapi di cari wilayah bwi pake filter GK ada. gajelas,ada fitur bpjs keliling tapi di cari wilayah bwi pake filter tidak ada gajelas,0,Netral,MATCH,
2732,Didin Jaeludin,5,2026-08-25,mudah dioperasikan,mudah dioperasikan,2.5,Positif,MATCH,
2733,Albizar Elbachry,1,2026-08-25,"aku kasih bintang 1. kalau aplikasi nya sudah bisa log lagi baru ak kasih ulasan lagi. masa baru kemarin aplikasi masih bisa di gunakan sesudah log out mau masuk lagi chapta nya selalu tidak bisa. makin kesni makin gk bener nih apk. udah masukin Nik sesuai sama sandi ,chapta bner semua tapi ttp aja gk bisa masuk. ak kasih bintang 1 lagi. kecewa sangat. makasih",aku kasih bintang 1 kalau aplikasi nya sudah bisa login lagi baru ak kasih ulasan lagi masa baru kemarin aplikasi masih bisa di gunakan sesudah login out mau masuk lagi chapta nya selalu tidak bisa makin kesni makin tidak benar nih aplikasi udah masukin nik sesuai sama sandi chapta bner semua tapi ttp aja tidak bisa masuk ak kasih bintang 1 lagi kecewa sangat makasih,-1,Negatif,MATCH,
2734,Mila Sutari,3,2026-08-25,ini gimana sih ko log out sendiri kluar gitu mana lupa pasword udah bilang lupa sandi udah masukin nomor HP sesuai yg di daftar ko keterangan nya ttp nomor gak sesuai bukan nya membantu yg bener ya allah mana besok mau priksa,ini gimana sih ko login out sendiri kluar gitu mana lupa pasword udah bilang lupa sandi udah masukin nomor hp sesuai yang di daftar ko keterangan nya ttp nomor tidak sesuai bukan nya membantu yang benar ya allah mana besok mau priksa,3,Positif,MATCH,
2735,Harni Sumatan,1,2026-08-25,nggak jelas anjir,tidak jelas anjir,-1.35,Negatif,MATCH,
2736,Alena Ucrit,5,2026-08-25,wow.. sungguh amazing aplikasinya,wow sungguh amazing aplikasinya,0,Netral,MATCH,
2737,Yudy Cokro Birowo,5,2026-08-25,ok,ok,1.5,Positif,MATCH,
2738,Difki Putranew,1,2026-08-25,nomer hp gabisa dimasukin gmn si t4i,nomer hp tidak bisa dimasukin gmn si t4i,0,Netral,MATCH,
2739,Muhammadfatiyanakbar Akbar,5,2026-08-25,baik gratis terimakasih,baik gratis terimakasih,2,Positif,MATCH,
2740,Farhan Hafidh,1,2026-08-25,mau masuk aja susah bgt ada masalah terus padahal nik dan sandi sudah benar,mau masuk aja sulit banget ada masalah terus padahal nik dan sandi sudah benar,-2.5,Negatif,MATCH,
2741,Nurnaningsih Widdiyastono,5,2026-08-25,bagoooos,bagos,0,Netral,MATCH,
2742,Rizal 20,1,2026-08-25,GAMPANGAN DAFTAR PINJOL MEN 🤟🙏,gampangan daftar pinjol men,0,Netral,MATCH,
2743,Z362,1,2026-08-25,dikit dikit harus login ribet kali setiap bulan pasti harus login ulang masalahnya ortu gw gaptek dan saat tiba-tiba butuh nih app harus login ulang dan gw gak dilokasi belum lagi kalau lupa pasword,dikit dikit harus login rumit kali setiap bulan pasti harus login ulang masalahnya ortu gw gaptek dan saat tiba-tiba butuh nih aplikasi harus login ulang dan gw tidak dilokasi belum lagi kalau lupa pasword,-2,Negatif,MATCH,
2744,Jessen Henry,1,2026-08-25,aplikasi cacat...!!,aplikasi cacat,0,Netral,MATCH,
2745,Mata Kamera,5,2026-08-25,lebih memudahkan pake apps dri pda dateng langsung ke kantornya 😁🙏,lebih memudahkan pake apps dari pda dateng langsung ke kantornya,3,Positif,MATCH,
2746,Rayanamige Mige,5,2026-08-25,proses cepat dan responsif,proses cepat dan responsif,2.5,Positif,MATCH,
2747,Kusman Soleh,5,2026-08-25,Mantabzs,mantabzs,0,Netral,MATCH,
2748,Rao Datul,5,2026-08-25,ok,ok,1.5,Positif,MATCH,
2749,moch zainuri,1,2026-08-25,sekelas pelayan kesehetan rakyat tapi untuk log in gabisa parah si,sekelas pelayan kesehetan rakyat tapi untuk login in tidak bisa buruk si,1.5,Positif,MISMATCH_LOW_RATING,Salah klik rating / Human error (Isi ulasan berupa pujian murni)
2750,Rudi Junaedi,5,2026-08-25,"buat jaga2 aja,daftar nya mudah",buat jaga2 aja daftar nya mudah,2.5,Positif,MATCH,
2751,Rifki Putra,1,2026-08-25,"OTP nya manaaaaaaa????? email aman tapi otp yg lewat sms ga dikirim² padahal nomor aktif,uda ganti jg tetep ga dikirim²,emng apk dari pemerintah nih agak² semua keknya",otp nya mana email aman tapi otp yang lewat sms tidak dikirim padahal nomor aktif uda ganti jg tetep tidak dikirim emng aplikasi dari pemerintah nih agak semua keknya,2,Positif,MISMATCH_LOW_RATING,Salah klik rating / Human error (Isi ulasan berupa pujian murni)
2752,Syanana Umaya,5,2026-08-25,mantaPppp,mantap,3,Positif,MATCH,
2753,Nita Septia,1,2026-08-25,"tolonglah diperbaiki,masa minta kode otp nggak dikirim2,nmr udh bener sama masih aktif,udh minta bolak balik nggak dikirim2,bapak saya udh nahan sakit,kalau nggak daftar kalah sama yg udh daftar,giliran diminta kode otp berkali kali nggak dikirim,gimana sihh!!tolonglah diperbaiki lg sistem nya!!!!!!",tolonglah diperbaiki masa minta kode otp tidak dikirim2 nmr sudah benar sama masih aktif sudah minta bolak balik tidak dikirim2 bapak saya sudah nahan sakit kalau tidak daftar kalah sama yang sudah daftar giliran diminta kode otp berkali kali tidak dikirim gimana sihh tolonglah diperbaiki lg sistem nya,0,Netral,MATCH,
2754,Bunda Annisa,5,2026-08-25,"BPJS sangat membantu sekali, sayang nya satu hari tidak bisa di layanan, salah satu harus bayar.",bpjs sangat membantu sekali sayang nya satu hari tidak bisa di layanan salah satu harus bayar,3,Positif,MATCH,
2755,Jagad Pangeran,5,2026-08-25,ok,ok,1.5,Positif,MATCH,
2756,Agung Darmawan,1,2026-08-25,"Kode otp sms ko ga ada yaa? sdh kucoba berkali2, apa emang harus ada pulsa? klo iyaa parah si sekelas aplikasi pemerintah.",kode otp sms ko tidak ada yaa sudah kucoba berkali2 apa emang harus ada pulsa klo iyaa buruk si sekelas aplikasi pemerintah,-3,Negatif,MATCH,
2757,imron rosyadi,5,2026-08-25,layanan memuaskan. terima kasih,layanan memuaskan terima kasih,2,Positif,MATCH,
2758,Azwar Hamid,5,2026-08-25,perkembangan sangat bagus. semoga bisa lebih bagus lagi di masa mendatang,perkembangan sangat bagus semoga bisa lebih bagus lagi di masa mendatang,4,Positif,MATCH,
2759,Muhammad Habibi Ridhani,1,2026-08-25,"Aplikasi gak jelas , verifikasi OTP nya nunggu sampai kiamat apa ya baru dikirim",aplikasi tidak jelas verifikasi otp nya nunggu sampai kiamat apa ya baru dikirim,-1.35,Negatif,MATCH,
2760,Muhamad Riski,1,2026-08-25,aplikasi GK becus daftar aja gak bisa eror mulu,aplikasi tidak becus daftar aja tidak bisa error terus,-2.5,Negatif,MATCH,
2761,Bagas Yufi,5,2026-08-25,sangat bermanfaat,sangat bermanfaat,3,Positif,MATCH,
2762,Fifitriya ningsih,1,2026-08-25,"Terlalu repot aplikasinya, versi web juga gaada. Tolonglah BPJS perkara kaya gini penting loh, tapi kita sebagai pengguna direpotkan. Ketika login di tempat lain otomatis yang lainnya terlogout. Tolong juga buat versi web untuk memudahkan.",terlalu repot aplikasinya versi web juga gaada tolonglah bpjs perkara kaya gini penting loh tapi kita sebagai pengguna direpotkan ketika login di tempat lain otomatis yang lainnya terlogout tolong juga buat versi web untuk memudahkan,3,Positif,MISMATCH_LOW_RATING,Salah klik rating / Human error (Isi ulasan berupa pujian murni)
2763,laverna hendy,1,2026-08-25,sudah dwload sudah dftar tp gqk diverifikasi. sudah chat WA. tetep yak diverifikasi. tanya di WA yg jawah robot bego. cuma minta diverifikasi nomernya malah muter2 jawabanya gak jd solusi dan gak diverifikasi. pdhal infonya cm suruh WA pandawa kl blm diverifikasi minta diverifikasi. dohhhh yaoloohhhh. esmosii deh,sudah dwload sudah dftar tapi gqk diverifikasi sudah chat wa tetep yak diverifikasi tanya di wa yang jawah robot buruk cuma minta diverifikasi nomernya malah muter2 jawabanya tidak jd solusi dan tidak diverifikasi pdhal infonya cm suruh wa pandawa kl belum diverifikasi minta diverifikasi doh yaolooh esmosii deh,-3,Negatif,MATCH,
2764,Fransisca Margaretha,5,2026-08-25,"sangat terbantu dengan aplikasi ini, nggak perlu capek2 antri daftar manual di faskes",sangat terbantu dengan aplikasi ini tidak perlu capek2 antri daftar manual di faskes,0,Netral,MATCH,
2765,Vofirecaprilya,1,2026-08-25,"susah bgt login,dasar apk bobrok",sulit banget login dasar aplikasi bobrok,-2.5,Negatif,MATCH,
2766,Hendiplas23,1,2026-08-25,"mau daftar sangat sulit, kenapa gak langsung otp via WA,, sangat buruk",mau daftar sangat sulit kenapa tidak langsung otp via wa sangat buruk,-5.5,Negatif,MATCH,
2767,Hendro Channel Metot,4,2026-08-25,lumayan puas dengan pelayanan nya,lumayan puas dengan pelayanan nya,3,Positif,MATCH,
2768,Beni Supriadi,5,2026-08-25,berguna bgt,berguna banget,0,Netral,MATCH,
2769,Desta Wiguna,1,2026-08-25,"di persulit banget ketika lupa sandi, email dan no hp, harus hubungin call center segala.... tolong di permudah lagii untuk masalah loginnya yahh",di persulit banget ketika lupa sandi email dan no hp harus hubungin call center segala tolong di permudah lagii untuk masalah loginnya yahh,0,Netral,MATCH,
2770,ida Anom,5,2026-08-25,bagua,bagua,0,Netral,MATCH,
2771,paloma paloma,2,2026-08-25,sulit Skali nggak bisa login,sulit skali tidak bisa login,-2.5,Negatif,MATCH,
2772,muhammad afrizal,5,2026-08-25,Saya sangat senang sesekali,saya sangat senang sesekali,2,Positif,MATCH,
2773,YAHYA AHMAD,5,2026-08-25,semoga amanah. fatonah. manfaat...,semoga amanah fatonah manfaat,0,Netral,MATCH,
2774,Masjid Al-Fath Seturan,1,2026-08-25,"verifikasi kode otp lewat SMS udh kirim ulang verifikasi tp tetap gabisa.. udah 1 hari coba terus berjuang tp kodenya gapernah terkirim di SMS (slalu ada tulisan ""permintaan anda tdk dpt diproses, coba lagi nanti""), tolong sistemnya diperbaiki pdhl coba verifikasi email langsung terkirim cpt, yg SMS lambat huft kita yg butuh daftar cpt efektif malah terganggu dgn hal2 kecil sprti ini",verifikasi kode otp lewat sms sudah kirim ulang verifikasi tapi tetap tidak bisa udah 1 hari coba terus berjuang tapi kodenya gapernah terkirim di sms slalu ada tulisan permintaan anda tidak dpt diproses coba lagi nanti tolong sistemnya diperbaiki pdhl coba verifikasi email langsung terkirim cpt yang sms lambat huft kita yang butuh daftar cpt efektif malah terganggu dengan hal2 kecil sprti ini,-2.5,Negatif,MATCH,
2775,Aji Naperli,1,2026-08-25,"lama lama ini aplikasi nyusahin masyarakat buat berobat,gangguan terus",lama lama ini aplikasi nyusahin masyarakat buat berobat gangguan terus,-4,Negatif,MATCH,
2776,Widi Hartanto,5,2026-08-25,"Allhamdulilah, sangat membantu untuk meningkatkan aktivitas seperti peserta melakukan antrian perobatan...",allhamdulilah sangat membantu untuk meningkatkan aktivitas seperti peserta melakukan antrean perobatan,3,Positif,MATCH,
2777,Okta Piranda Andika,1,2026-08-25,"Permintaan Anda belum dapat diproses, silakan mencoba beberapa saat lagi. Mohon maaf atas ketidaknyamanan Anda. KONTOLL",permintaan anda belum dapat diproses silakan mencoba beberapa saat lagi mohon maaf atas ketidaknyamanan anda kontoll,0,Netral,MATCH,
2778,Shanaru,5,2026-08-25,oke bagus,oke bagus,3.5,Positif,MATCH,
2779,MORA INDONESIA,5,2026-08-25,lancar,lancar,2.5,Positif,MATCH,
2780,Susi Siamah,5,2026-08-25,kenapa trouble ??,kenapa trouble,0,Netral,MATCH,
2781,Meidy Asri santi Kalangi,5,2026-08-25,bagus,bagus,2,Positif,MATCH,
2782,Realme C53,2,2026-08-25,"sering terjadi eror bug hanya muter"" mempersulit .",sering terjadi error bug hanya muter mempersulit,-4.5,Negatif,MATCH,
2783,Gesti Farah Anjani,1,2026-08-25,"ini kenapa dari kemaren buka kartu peserta aja susah, saya coba install ulang malah ngga bs login. kode captcha nya ngga keluar²",ini kenapa dari kemaren buka kartu peserta aja sulit saya coba install ulang malah tidak bs login kode captcha nya tidak keluar,-2.5,Negatif,MATCH,
2784,rudi naru,1,2026-08-25,"aplikasi ribet, login ulang harus masukkan no KTP, susunan menu berantakan, menu utama malah posisinya dibelakang",aplikasi rumit login ulang harus masukkan no kartu tanda penduduk susunan menu berantakan menu utama malah posisinya dibelakang,-2,Negatif,MATCH,
2785,Sri Mldia018,1,2026-08-25,susah pendatfarannya lemot!,sulit pendatfarannya lambat,-5,Negatif,MATCH,
2786,rositarosa roes,5,2026-08-25,"sgt membantu,mempermudah unk mendapatkan antean dan mengetahui tentang kesehatan dan tentzng penyakit kita dgn rutin",sgt membantu mempermudah unk mendapatkan antean dan mengetahui tentang kesehatan dan tentzng penyakit kita dengan rutin,3,Positif,MATCH,
2787,Bachtiar Rifa'i,5,2026-08-24,tidak ada fitur pembatalan untuk yg sudah cek in tp dokter GK ada atau cuti harusnya bisa di batalin biarpun sudah cek in,tidak ada fitur pembatalan untuk yang sudah cek in tapi dokter tidak ada atau cuti harusnya bisa di batalin biarpun sudah cek in,0,Netral,MATCH,
2788,Salman Aziz,4,2026-08-24,"sementara ini saya kasih rating 4 karena fast respon tapi untuk pengaduan saya atas pelayanan kesehatan faskes 1 bisa di respon atau tidak saya tidak tau karena saya benar"" butuh perawatan serius",sementara ini saya kasih rating 4 karena fast respon tapi untuk pengaduan saya atas pelayanan kesehatan faskes 1 bisa di respon atau tidak saya tidak tau karena saya benar butuh perawatan serius,0,Netral,MATCH,
2789,Raisa Balqis,5,2026-08-24,sangat membantu sekali dengan menggunakan mobile JKN jadi lebih mudah untuk berobat trimakasih mobile JKN kis,sangat membantu sekali dengan menggunakan mobile jkn jadi lebih mudah untuk berobat trimakasih mobile jkn kis,5.5,Positif,MATCH,
2790,Leon Archives,5,2026-08-24,Sangat membantu,sangat membantu,3,Positif,MATCH,
2791,Fitri Rahmadayanti,5,2026-08-24,sangat membantu dan mudah,sangat membantu dan mudah,5.5,Positif,MATCH,
2792,Endri Setiawan,1,2026-08-24,tidak bisa log in,tidak bisa login in,0,Netral,MATCH,
2793,Choirul Azzam,1,2026-08-24,applikasi nya jelek mau masuk gak bisa pdahal nik sma pasword nya benar,applikasi nya buruk mau masuk tidak bisa pdahal nik sma pasword nya benar,-3,Negatif,MATCH,
2794,Lisa Jesycha,5,2026-08-24,bagus,bagus,2,Positif,MATCH,
2795,Olom Olom,1,2026-08-24,"apk apa ini saat mau daftat pasti bermasalah, tolong di perbaiki dong mind.",aplikasi apa ini saat mau daftat pasti bermasalah tolong di perbaiki dong mind,0,Netral,MATCH,
2796,Miftakul Khusna,5,2026-08-24,Good 👍,good,2,Positif,MATCH,
2797,Lulu Lutfia,5,2026-08-24,mantap,mantap,3,Positif,MATCH,
2798,Angga Wahyudi,5,2026-08-24,sangat diperlukan,sangat diperlukan,0,Netral,MATCH,
2799,Siti Supatini,1,2026-08-24,"kenapa gak bisa masuk padahal nik, pass, captcha udah diisi, ketika klik tombol masuk gak terjadi apa2, tolong diperbaiki bug nya",kenapa tidak bisa masuk padahal nik pass captcha udah diisi ketika klik tombol masuk tidak terjadi apa2 tolong diperbaiki bug nya,-2,Negatif,MATCH,
2800,Nizam K,5,2026-08-24,sangat membantu,sangat membantu,3,Positif,MATCH,
2801,Khusnul Khotimah,5,2026-08-24,sangat membantu saya yang memiliki BPJS kiss,sangat membantu saya yang memiliki bpjs kiss,3,Positif,MATCH,
2802,MAMAH ADRY,1,2026-08-24,"aduh ampun,, gimana sih,, susah dapet kode otp sms nya,, parah banget pokok nya.. kenapa ga di permudah sih?? sedangkan mau ke puskesmas harus pke mobile jkn tp mau daftarnya juga malah susah.. lebih enak pas blum ada mobile jkn ini!!!ga ribet ke puskesmas nya juga!!",aduh ampun gimana sih sulit dapet kode otp sms nya buruk banget pokok nya kenapa tidak di permudah sih sedangkan mau ke puskesmas harus pke mobile jkn tapi mau daftarnya juga malah sulit lebih enak pas blum ada mobile jkn ini tidak rumit ke puskesmas nya juga,-7,Negatif,MATCH,
2803,War Din,5,2026-08-24,mudah dan sederhana,mudah dan sederhana,2.5,Positif,MATCH,
2804,Deni Idm,5,2026-08-24,sejauh ini membantu walaupun belum paham semua setiap aplikasi nya,sejauh ini membantu walaupun belum paham semua setiap aplikasi nya,3,Positif,MATCH,
2805,Muhamad Dickykurniawan,1,2026-08-24,"ga bisa login., kode verifikasi ga pernah masuk.,",tidak bisa login kode verifikasi tidak pernah masuk,0,Netral,MATCH,
2806,Rahna Ertanto,1,2026-08-24,sulit di aksesnya panduan berubah trus masuk harus auto debit,sulit di aksesnya panduan berubah terus masuk harus auto debit,-2.5,Negatif,MATCH,
2807,Kusno Sakimin,5,2026-08-24,keren jkn,keren jkn,2.5,Positif,MATCH,
2808,Asrul Anggana putara NS,5,2026-08-24,mempermudah mantap,mempermudah mantap,3,Positif,MATCH,
2809,シロサマヒムラ,5,2026-08-24,terbaik alhamdulillah terima kasih banyak JKN ❤️❤️,terbaik alhamdulillah terima kasih banyak jkn,5,Positif,MATCH,
2810,Engkong Asa,5,2026-08-24,mantul mantap betul,mantul mantap betul,3,Positif,MATCH,
2811,nadir ezza,5,2026-08-24,baguss aplikasinya,baguss aplikasinya,0,Netral,MATCH,
2812,Altip Pratama,1,2026-08-24,sampah,sampah,-4,Negatif,MATCH,
2813,hamzah fansuri,5,2026-08-24,mantap,mantap,3,Positif,MATCH,
2814,nelly wahyuni,5,2026-08-24,Bagus sekali,bagus sekali,2,Positif,MATCH,
2815,andri tazarli,5,2026-08-24,nice,nice,2,Positif,MATCH,
2816,Anisah,5,2026-08-24,cukup baik,cukup baik,2,Positif,MATCH,
2817,Pteck Lanank,5,2026-08-24,ok,ok,1.5,Positif,MATCH,
2818,caecillia rusmini,5,2026-08-24,baik lancar,baik lancar,4.5,Positif,MATCH,
2819,noviani marista,5,2026-08-24,niceee,nice,2,Positif,MATCH,
2820,Atha tiga,5,2026-08-24,bagus,bagus,2,Positif,MATCH,
2821,jazy kretek,5,2026-08-24,"alhamdulillah sangat membatu sekali mudah, cepat juga ngak ribet ditambah pelayanan nya mulai dari bpjs sendiri masuk ke askes kesehatan juga semua Rs yang dirujuk sangat sopan, baik, ramah dan mudah di mengerti terima kasih jkn bpjs",alhamdulillah sangat membatu sekali mudah cepat juga ngak rumit ditambah pelayanan nya mulai dari bpjs sendiri masuk ke askes kesehatan juga semua rs yang dirujuk sangat sopan baik ramah dan mudah di mengerti terima kasih jkn bpjs,11.5,Positif,MATCH,
2822,Amirah Awaliyyin,5,2026-08-24,bagusss banget cepat mudah,bagus banget cepat mudah,7,Positif,MATCH,
2823,siti fani,5,2026-08-24,pelayanan cepat,pelayanan cepat,2.5,Positif,MATCH,
2824,sopyan Sauri,5,2026-08-24,sangat mudah di gunakan untuk berobat,sangat mudah di gunakan untuk berobat,2.5,Positif,MATCH,
2825,Maxxal Syah,1,2026-08-24,susah banget daftar mobile jkn verifikasi wajah gagal terus.,sulit banget daftar mobile jkn verifikasi wajah gagal terus,-5,Negatif,MATCH,
2826,Wiwin Hamzah,5,2026-08-24,bagus,bagus,2,Positif,MATCH,
2827,Asep Sumantri,5,2026-08-24,mohon di bantu untuk pengambilan obat agar tidak terlalu lama menunggu,mohon di bantu untuk pengambilan obat agar tidak terlalu lama menunggu,-2,Negatif,MISMATCH_HIGH_RATING,"Rating bintang tinggi (4-5), namun isi ulasan memuat kritik/keluhan tajam"
2828,Siti Hardiyanti Sulaiman,5,2026-08-24,sangat mudah dan membantu sekali👍🏻👍🏻,sangat mudah dan membantu sekali,5.5,Positif,MATCH,
2829,Bimbim Gunapi,1,2026-08-24,aplikasi gak guna . GK bisa buat daftar,aplikasi tidak guna tidak bisa buat daftar,0,Netral,MATCH,
2830,Anisadevi Lestyowati,1,2026-08-24,tidak bisa di install,tidak bisa di install,0,Netral,MATCH,
2831,Tria Gita Wahyuni,5,2026-08-24,Terimakasih banyak... kami puas dg pelayanan hari ini,terimakasih banyak kami puas dg pelayanan hari ini,3,Positif,MATCH,
