No,User Name,Rating Bintang,Tanggal,Isi Ulasan Asli,Master Ground Truth,Prediksi ML (Naive Bayes),Confidence Score (%),Prob Positif (%),Prob Negatif (%),Status Anomali
2147,Rilby Dwi Putri,1,2026-08-28,"kenapa tidak bisa mengirimkan kode OTP? mau perawatan aja dipersulit segala perlu daftar di sini. kalau emang wajib daftar di sini, jangan jelek gini dong sistemnya. saya jadi tidak bisa daftar untuk perawatan, bagaimana jika sakit ini terus parah? sedangkan daftar aja sulit, dan pihak klinik mewajibkan daftar di sini! tolong lah, untuk apa kami terus membayar bpjs dan pajak, kalau sistemnya saja susah untuk dipake! saya tunggu perbaikannya sebelum orang orang di sini parah karena penyakitnya!",Negatif,Negatif,98,1.7,98,Sesuai
2148,Zan Jess,1,2026-08-28,"keren lo buat begini, mempersulit banyak kegagalan tidak dapat di proses cih",Negatif,Negatif,69.8,29.4,69.8,Sesuai
2149,Pikpik muspikudin Pikpik,5,2026-08-28,lebih baik dan mudah,Positif,Positif,96.2,96.2,3.7,Sesuai
2150,Nadia Salsabila,1,2026-08-28,"ga jelas sistem nya, banyak kali di krpsi",Negatif,Negatif,92,7.2,92,Sesuai
2151,Yaumil Isnaini,1,2026-08-28,"parah , aplikasi rusak2 , sekelas pemerintah aplikasinya malah abal2 , terus mewajibkan rakyat pulak",Negatif,Negatif,93.1,6.4,93.1,Sesuai
2152,I8I52IOO86 Abdullah ramadhan hasibuan,2,2026-08-28,lama kali pemeliharaan sistem nya. aku mau berobat jadi Susah daftar .,Negatif,Negatif,90.2,9,90.2,Sesuai
2153,Ria Nar,1,2026-08-28,"APLIKASI GAJELAS MAU DAFTAR BUAT KONSUL MALAH GA BISA"" ANEHHHHHH!!!!!!",Negatif,Negatif,97.2,2.5,97.2,Sesuai
2154,Toha Saputra,1,2026-08-28,"GK bisa login akun tolong diperbaiki lagi apk nya, lama"" gak ada gunanya apk JKN saya sangat kecewa dan menyesal mendownload apk buruk",Negatif,Negatif,93.7,6.1,93.7,Sesuai
2155,Lukman Hakim,5,2026-08-28,oke,Positif,Positif,97.4,97.4,2.4,Sesuai
2156,Haryono Haryono,5,2026-08-28,jos memudahkan untuk berobat,Positif,Positif,96.9,96.9,3,Sesuai
2157,Ikhwan Destyo,1,2026-08-28,aplikasi terbusuk yang pernah gw pake,Negatif,Negatif,95,4.4,95,Sesuai
2158,Tri Juliyanto,1,2026-08-28,heran gua sama aplikasi pemerintah eror mulu padahal bea maintenance muahal beddd anggarannya,Negatif,Negatif,96.5,3.1,96.5,Sesuai
2159,Yoka Adipio,1,2026-08-28,aplikasi ini menyusahkan masyarakat yang mau berobat vertipikasi sudahnya eror bukannya membantu malah menyusahkan masyarakat. bukannya membantu malah nambah penyakit,Negatif,Negatif,82,17.4,82,Sesuai
2160,Mulyadi Cap,1,2026-08-28,aplikasi nyusahin orang. mau berobat saja bikin ribet,Negatif,Negatif,96,3.7,96,Sesuai
2161,Arif Gunawan,5,2026-08-28,terima kasih telah hadir BPJS.,Positif,Positif,92.2,92.2,7.3,Sesuai
2162,Faraskuuu,5,2026-08-28,sangat membantu,Positif,Positif,99.7,99.7,0.3,Sesuai
2163,erykhasaja,1,2026-08-28,tidak bisa digunakan pendaftaran dipersulit,Negatif,Negatif,84.7,15.2,84.7,Sesuai
2164,Yohanes Nurung,4,2026-08-28,Sekarang semakin baik.,Positif,Positif,76.9,76.9,22.6,Sesuai
2165,Heppy Rizanto,5,2026-08-28,good,Positif,Positif,98.5,98.5,1.3,Sesuai
2166,Thresia Nhia,5,2026-08-28,mantap,Positif,Positif,99.2,99.2,0.7,Sesuai
2167,grace glr,5,2026-08-28,Bagus.. Sangat rekomendasi sekali,Positif,Positif,96.3,96.3,3.2,Sesuai
2168,Kelik Parwanto,5,2026-08-28,sangat membantu dan gak ribet pemakaiannya,Negatif,Positif,62.5,62.5,37.3,Sesuai
2169,Didi Murhadilll,5,2026-08-28,lebih mudah segalanya,Positif,Positif,95.4,95.4,4.3,Sesuai
2170,Zefanya Adinda,4,2026-08-28,"bagus sangat membantu, tetapi kadang suka logout sendiri jd harus sering login berkali kali",Positif,Positif,69.8,69.8,29.7,Sesuai
2171,Siti,2,2026-08-28,"knp ya pas kode otp no nya gk bsa""tolong dong eror mulu",Negatif,Negatif,96.5,3.3,96.5,Sesuai
2172,REMY FRAME,1,2026-08-28,"urgent buat anak saya mau operasi.. udah 2x tiap saya ambil antrean, tiba tiba H-1 Antrean anda dibatalkan . padahal udah ada nomer antrean. parah,, karna pasien BPJS jadi terpinggirkan kayanya.",Negatif,Negatif,93.6,5.9,93.6,Sesuai
2173,RereAndriany,5,2026-08-28,sangat mendominasi,Positif,Positif,51.5,51.5,45.6,Sesuai
2174,Abdul Jumali,5,2026-08-28,"susah masuk, masih jauh lebih bagus aplikasi yg dulu",Positif,Positif,80.3,80.3,19.2,Sesuai
2175,Moza Saefa,5,2026-08-28,Alhamdulillah dg aplikasi JKN terbantu sekali kalau mau periksa tinggal daftar lewat online dan tidak perlu antri,Positif,Positif,90.2,90.2,9.4,Sesuai
2176,Depa Aksay,1,2026-08-28,"udah bosen coba puluhan kali gak berhasil, hanya mempersulit untuk berobat sajaa",Negatif,Negatif,80.1,18.4,80.1,Sesuai
2177,amelia surahman,1,2026-08-28,apk nya tolong greget banget setiap mau daftar ada aja kendalanya bikin kesel!!! bukannya mempermudah malah mempersulit payah!.,Negatif,Negatif,96.1,3.6,96.1,Sesuai
2178,Sitimaryam Mery,1,2026-08-28,alikasi bikin susah org mau berobat malah susah aplikasi sampah..mending gk usah pake aplikasi klo gk mampu nyusahin org aja,Negatif,Negatif,98.2,1.6,98.2,Sesuai
2179,kusuwasono kukuh,5,2026-08-28,mantap bos,Positif,Positif,95,95,4.3,Sesuai
2180,Julak Laraw,4,2026-08-28,"Akhir akhir ini kok susah sekali login. itu captcha jangan dibuat susah, apalagi bagi yang tua susah mengenali karakter huruf/angkanya",Positif,Negatif,54.1,43.3,54.1,🚨 Bintang 4-5 tapi Prediksi ML Negatif (Taktik Komplain)
2181,Afi Afiyani,1,2026-08-28,mau login susahnya minta ampun udh 3 hari masih ga bisa bisa hadehhhh,Negatif,Negatif,97.6,2.2,97.6,Sesuai
2182,A Edi S,4,2026-08-28,sangat berguna,Positif,Positif,92.9,92.9,6.7,Sesuai
2183,Mr Nanda fishing,1,2026-08-28,"aplikasi ini dibuat hanya untuk mempersulit. kalo ada yg ribet ngapain cari yg mudah. bahkan angggaran yg besar akan sia² dipakai buat bikin aplikasi beginian. gk guna, gk bisa login atau daftar.. di klik no hp malah muncul tulsan harap masukan nomer tlp. Malaysia lebih maju dibidang pelayanan karna pejabat yg jujur. kapan Indonesia bisa melani warga dengan baik yah.. pusiiiing.... pusingg...!!!",Negatif,Negatif,93,6.6,93,Sesuai
2184,Uyuy Opop,5,2026-08-28,mudah dan responsif,Positif,Positif,97,97,2.7,Sesuai
2185,ARJUNA ABRAHAM PAAT,5,2026-08-28,good,Positif,Positif,98.5,98.5,1.3,Sesuai
2186,kafi bna,1,2026-08-28,Verifikasi susah....!,Negatif,Negatif,89.9,9.4,89.9,Sesuai
2187,Ben Subandrio,5,2026-08-28,terimakasih,Positif,Positif,92.5,92.5,7,Sesuai
2188,Muzalena,5,2026-08-28,pokoknya the best,Positif,Positif,97.8,97.8,1.8,Sesuai
2189,Mutiatin,1,2026-08-28,"aduh gmn sih eror trs tiba' log out sendiri, mau login lagi malah eror trs",Negatif,Negatif,98.8,1,98.8,Sesuai
2190,Brilian Jayakusuma,1,2026-08-28,BERHARI2 TIDAK BISA MENDAFTAR,Negatif,Negatif,92.5,7.4,92.5,Sesuai
2191,Nur Azizah,1,2026-08-28,sering eror mulu ih,Negatif,Negatif,98.2,1.6,98.2,Sesuai
2192,Atha Fariz,5,2026-08-28,pokonya mantap untuk responnya,Positif,Positif,96.6,96.6,2.8,Sesuai
2193,Fauziyah Lisfana,1,2026-08-28,Saya buka dan login keterangan ya sayang jkn telah berhenti.mohon dong di perbaiki,Negatif,Negatif,62.1,35.4,62.1,Sesuai
2194,muhril efendi,5,2026-08-28,Bagus,Positif,Positif,98.2,98.2,1.7,Sesuai
2195,Vidiya Azadd,4,2026-08-28,tidak masuk jaringan eror.. padhal sudah pakai wifi,Positif,Negatif,63,36,63,🚨 Bintang 4-5 tapi Prediksi ML Negatif (Taktik Komplain)
2196,Abdul Ghofur,1,2026-08-28,perangkat tidak kompatibel . harus pake iPhone mungkin.nyusahin,Negatif,Negatif,92.8,6,92.8,Sesuai
2197,Irfan Gunawan,1,2026-08-28,bisa keluar sendiri in jkn trus ganti password no nya salah .malah nunjuk no lain . kek mana nya ini aplikasi kesehatan buat susah ..,Negatif,Negatif,96.7,3.1,96.7,Sesuai
2198,B Wijanarko,5,2026-08-28,Pelayanan memuaskan,Positif,Positif,95.2,95.2,4.3,Sesuai
2199,Yogi chuakerz,1,2026-08-28,makin sini makin rusakk ini aplikasi. gak bisa daftar.scan wajah gagal . masukin nomor gak bisaa,Negatif,Negatif,96.5,3.3,96.5,Sesuai
2200,Tia Roesjayanti,1,2026-08-28,tidak bisa Terima otp,Negatif,Negatif,73,26.2,73,Sesuai
2201,IEL J. MP T. mesin,5,2026-08-28,ribettttttttt,Negatif,Negatif,95.8,3.9,95.8,🚨 Bintang 4-5 tapi Prediksi ML Negatif (Taktik Komplain)
2202,Eka Pebriati,1,2026-08-28,ga bisa kirim otp,Negatif,Negatif,91,8.4,91,Sesuai
2203,Glen Bilande,1,2026-08-28,ga jelas no hp susah masuk,Negatif,Negatif,97.7,2.2,97.7,Sesuai
2204,sky chanel,1,2026-08-28,kirim otp aja lamanya minta ampun. apalagi bantuin rakyat yang susah.,Negatif,Negatif,90,8.8,90,Sesuai
2205,Seruni Ananda,5,2026-08-28,pelayanannya sangat membantu dengan sabar memberikan penjelasan yang mudah dipahami,Positif,Positif,97.3,97.3,2.5,Sesuai
2206,FRANSISKUS RIANGTOBY,1,2026-08-28,"Niat gak sih buat apknya, masa gak bisa daftar buat masuk terus sih, kalau gak bisa kenapa apknya dibuat yaudah gak usah dibuat aja sekalian, orang gak bisa masuk juga.",Negatif,Negatif,96.7,2.8,96.7,Sesuai
2207,Maryamzeeba,5,2026-08-28,terimakasih... semoga berkah bermanfaat,Positif,Positif,97.8,97.8,1.8,Sesuai
2208,Mimi Fraga,5,2026-08-28,bagusss bngt layanan juga oke,Positif,Positif,97.9,97.9,1.9,Sesuai
2209,Arif Purnama,5,2026-08-28,sangat membantu pelayanan kesehatan,Positif,Positif,99.1,99.1,0.8,Sesuai
2210,SadaR Rudin,1,2026-08-28,"apk ini dibikin untuk memudahkan atau bgmn, soalnya baru maw buat sja akun pertama stgah mati skali bgmna apk ini ? 1, pas pengambilan foto 2, pada saat kirim kode ke nomor telfon 3, verifikasinya stengah mati skali",Negatif,Negatif,84.5,14.2,84.5,Sesuai
2211,Joker Liar,1,2026-08-28,"HAPUS SAJA APLIKASI INI TIDAK BISA MENDAFTAR. SUDAH SCAN WAJAH, SUDAH MASUKAN NIK, SEMUANYA SUDAH DI IKUTI MASIH SAJA TIDAK BISA.",Negatif,Negatif,95.9,3.7,95.9,Sesuai
2212,geraldi suryaputra,1,2026-08-28,"tolong untuk registrasinya di perbaiki, terutama pada saat konfirmasi nomor telp. padahal banyak kok cara untuk konfirmasi selain nomor telp, bisa melalui Email atau lewat WA. kenapa harus lewat SMS sih. sdh 1 minggu saya coba regis tetap tdk mau",Negatif,Negatif,85.2,12.9,85.2,Sesuai
2213,Ziva Falisha,1,2026-08-28,"Yang paling ribet sama aplikasi ini daftar.... Udah isi pulsa kagak masuk juga. Pake ngide pula bikin verifikasi wajah 😭💔 Ehh bodat permudah daftar aplikasi lu apa anjink... Seenggaknya bisa pakai daftar pakai email atau telepon. sumpah SMS verifikasi susah bet masuknya!!! Mana udah coba beberapa kali kagak masuk... Yang bikin tambah ribet ya sistem lu gini kalau ada anak yang daftarin akun orangtuanya. Heran bangeg aplikasi pemerintah rata-rata UI b aja, daftar ribet, WAJIB pula. CACAD!!!!",Negatif,Negatif,99.5,0.4,99.5,Sesuai
2214,Muhammad Said,5,2026-08-28,sangat memudahkan,Positif,Positif,98.4,98.4,1.5,Sesuai
2215,siapa dia,1,2026-08-28,registrasi gagal terus setelah memasukan no hp.,Negatif,Negatif,88,11.3,88,Sesuai
2216,Ikhya,1,2026-08-28,aplikasi pemerintah wajib kok android 9 kok ga didukung gimana mau melayani rakyat,Negatif,Negatif,88.8,10.7,88.8,Sesuai
2217,Sifa Khoirun Nisa,1,2026-08-28,mau daftar tapi tidak bisa krn kode otp nomor hp jg aktif dan nik ktp jg udh bener mohon diperbaiki lagi,Negatif,Negatif,93.6,5.8,93.6,Sesuai
2218,Wandhie Syam,1,2026-08-28,maaf untuk pengembang aplikasinya tolong kenapa bisa saya tidak dapat download link ini lagi,Negatif,Negatif,78.6,19.9,78.6,Sesuai
2219,Ayw Naken oky,1,2026-08-28,tolong ya diperbaiki waktu saya nambah anggota keluarga dibilang udah ada akun dimasukan akun tidak ada didaftarkan tidak bisa masa mau berobat saja dipersulit,Negatif,Negatif,95,4.8,95,Sesuai
2220,Sinta Bukit,5,2026-08-28,saya suka,Positif,Positif,80.3,80.3,18,Sesuai
2221,Wati Ni,1,2026-08-28,kenapa tidak semua hp bisa download aplikasinya tapi ngambil antrian RS harus daftar online dijkn ...,Negatif,Negatif,89.1,10.4,89.1,Sesuai
2222,Yusron,1,2026-08-28,ribet susah daftar nya,Negatif,Negatif,94.1,5.6,94.1,Sesuai
2223,Hayati Ahmad,1,2026-08-28,Bad aplication. Gabisa buat bio wajah. kamera nya menceng²,Negatif,Negatif,89.6,9.1,89.6,Sesuai
2224,Alya Anggi,5,2026-08-28,sering eror,Negatif,Negatif,96.9,2.9,96.9,🚨 Bintang 4-5 tapi Prediksi ML Negatif (Taktik Komplain)
2225,Wiiliam Henri,1,2026-08-28,aplikasi payah mau verifikasi no telpon aja ngak jadi2 parah,Negatif,Negatif,94.1,5.3,94.1,Sesuai
2226,Ei Erblack,5,2026-08-28,semua jadi lebih mudah,Positif,Positif,95.4,95.4,4.3,Sesuai
2227,Gede Sudarma,5,2026-08-28,sangat membantu dan pelayanan nya cepat,Positif,Positif,99.5,99.5,0.5,Sesuai
2228,fatih maulana,5,2026-08-28,ok,Positif,Positif,51.5,51.5,45.6,Sesuai
2229,Putri Kirana,1,2026-08-28,perbaiki lagi deh masa verifikasi wajah error mulu,Negatif,Negatif,92.9,6.5,92.9,Sesuai
2230,Rey Jampang,5,2026-08-28,bagusss,Positif,Positif,98.2,98.2,1.7,Sesuai
2231,camvretch malmsteen,1,2026-08-28,verifikasi no.hp kenapa ga bisa?,Negatif,Negatif,87.8,12,87.8,Sesuai
2232,Sapuan Hukum,5,2026-08-28,bagus,Positif,Positif,98.2,98.2,1.7,Sesuai
2233,ZIZ,1,2026-08-28,aplikasi gak jelas mau daftar aja susah banget tolong diperbaiki lagi sistemnya!!!,Negatif,Negatif,98.7,1.1,98.7,Sesuai
2234,Deri Ahmad,1,2026-08-28,mau daftar susah bener apa lagi pas mau masukin nomor hp sama alamat Gmail. susah pas mau nge daftarin orang tua,Negatif,Negatif,93.2,6,93.2,Sesuai
2235,apri kesbleng,3,2026-08-28,nggk jelas bener enggak bisa login ke aplikasi nyaaa lagi urgent di buat pening sama aplikasi,Netral,Negatif,92.1,6.3,92.1,Sesuai
2236,Ahmad riza Hidayat,5,2026-08-28,semoga amanah,Positif,Positif,92.9,92.9,6,Sesuai
2237,maiya rumaaf,4,2026-08-28,Kenapa Aplikasi Mobile JKN tidak dapat menampilkan riwayat kesehatan anggota keluarga (anak) adalam satu akun? tolong di buatkan agar bisa memantau riwayat kesehatan anak.. Trimakasih,Positif,Positif,74.6,74.6,24.4,Sesuai
2238,Arjun Cell,1,2026-08-28,halo kak untuk aplikasi mobile JKN saya kenapa nggak bisa dipasang lagi padahal handphone saya itu pakai handphone HP Oppo a31 RAM 8 kemarin bisa sekarang nggak bisa gimana nanti kalau saya berobat ini gimana caranya kalau misalkan pengen bisa lagi tanpa ganti handphone karena saya handphonenya cuma punya satu,Negatif,Negatif,81.4,17.6,81.4,Sesuai
2239,Humaira Hilwa,5,2026-08-28,mudah,Positif,Positif,92.5,92.5,7.3,Sesuai
2240,Ahmad Rahmanuddin,5,2026-08-28,"Sudah bagus, dengan tingkat keamanan yang cukup bagus. mungkin mekanisme login bisa di sesuaikan lagi, aplikasi bisa mengingat sesi login di device yang di percaya bukan relogin ketika beda IP Segment saat akses aplikasi ya untung nya masih bisa di permudah dengan menggunakan metode login menggunakan finger. untuk Surat Rujukan bisa di bantu agar user dapat mengunduh sendiri via aplikasi.",Positif,Positif,82.3,82.3,16.9,Sesuai
2241,sadiman 11 juli,1,2026-08-28,"APLIKASI LOLAAAAA BGTTTT, WIFI LANCAR, KUOTA MASIH BANYAKK, BUKA APK MUNCUL TRS POP UP OFFLINE², GABISA BISAAAAAAAAA APLIKASI BOSOKKKKKKKKKK",Positif,Negatif,61,37.8,61,Sesuai
2242,Pads Pads,5,2026-08-28,bagus,Positif,Positif,98.2,98.2,1.7,Sesuai
2243,Rizki Muhamad,5,2026-08-28,oke,Positif,Positif,97.4,97.4,2.4,Sesuai
2244,Toni Jaya Sampurna,5,2026-08-28,sangat membantu,Positif,Positif,99.7,99.7,0.3,Sesuai
2245,Annas Lutfiansyah,1,2026-08-28,"Tidak solutif, mempersulit registrasi, belum optimal, otp tidak terkirim, jaringan server bermasalah.",Negatif,Negatif,94,5.5,94,Sesuai
2246,aming sulaeman,5,2026-08-28,untuk keseluruhan pokoknya keren,Positif,Positif,92.5,92.5,6.8,Sesuai
2247,Bambang Winarno,3,2026-08-28,sering terjadi kendala saat loging,Netral,Negatif,63,29.7,63,Sesuai
2248,Maidar Galingging,1,2026-08-28,"Aplikasi itu dibuat utk memudahkan dan membantu, bukan untuk menyulitkan dan menghambat pasien peserta bpjs utk mendapatkan pelayanan. aplikasi bermasalah harusnya ada solusi dan di kasih cara alternatif lain untuk berobat",Negatif,Positif,70.9,70.9,28.4,💡 Bintang 1-2 tapi Prediksi ML Positif (Pujian / Salah Klik)
2249,Aquila Puruhita,5,2026-08-28,bagus,Positif,Positif,98.2,98.2,1.7,Sesuai
2250,Aan Setyawan,5,2026-08-28,josjiss,Positif,Positif,51.5,51.5,45.6,Sesuai
2251,Yohana Clarissa,1,2026-08-28,halo bagaimana ini aplikasi tiba2 log out. kita mau masuk aplikasi lp password. nah ada menu lp password kita masukkan no hp tp tidak bisa. ini gimana ceritanya Krn mau daftar berobat pun harus melalui online,Negatif,Negatif,96.1,3.4,96.1,Sesuai
2252,Ummank Parare,2,2026-08-28,buat akun saja sulitnya minta ampun bukanya d permudah malah d persulit,Negatif,Negatif,95.1,4.6,95.1,Sesuai
2253,Kisno Saputra,5,2026-08-28,ok,Positif,Positif,51.5,51.5,45.6,Sesuai
2254,Rikalistiana Sari98,1,2026-08-28,"mau berobat diwajibkan daftar online dulu . giliran aplikasi digunakan dikit "" trouble mulu",Negatif,Negatif,82.4,16.9,82.4,Sesuai
2255,Wildan Fahmi,1,2026-08-28,aplikasi busuk,Negatif,Negatif,92.9,6.4,92.9,Sesuai
2256,Selvi Jae,1,2026-08-28,"APLIKASI SANGAT BERMANFAAT TAPI....... kenapa gak bisa pilih opsi faskes tingkat lanjut ada keterangan pada aplikasi ""tidak terhubung ke server rs"" katanya ini aplikasi untuk mempermudah tapi kok kayak gini ya jdinya mempersulit orang jika mau daftar online HADUHHH TOLONG DITINDAK LANJUTI YAAAA MAU DAFTAR ONLINE KOK SUSAH GEGARA INI TOLONG PERBAIKI APLIKASI YG ADA KETERANGAN SEPERTI ITU.... muak banget jujur UDAH BERAPA HARI APLIKASI KYK GINI TRSS KAPAN DAFTARNYA INI TOLOL",Negatif,Negatif,90.1,9.4,90.1,Sesuai
2257,Indra Nurhidayah,1,2026-08-28,aplikasi yang sangat ruwet. harus 1 akun 1 nomer hp dan jika nomer sudah digunakan tidak bisa di gunakan di akun beda. terus bagaimana jika yng butuh akun adalah orang lansia masa iya harus beli hp dan nomer baru dulu. harusnya 1 akun bisa di akses untuk 1 keluarga.,Negatif,Negatif,92.5,7.2,92.5,Sesuai
2258,Dewi Kusuma,1,2026-08-28,"gedeg banget tiap mau daftar pas masukin nomor hp selalu keterangan nya belum bisa di proses terusssss, sudah nyoba uninstall dan install lagipun trep gabisa, udah gitu kalo mau masukin nmr yg beda keterangannya nmr sudah di gunakan, yaelah jadi aja engga 😡😡😡😡 ini bukan dlm waktu sehari atau seminggu ya tapi dr bulan2 sebelumnya sudah nyoba ttep begituuu , nyoba lagi juga tetep begitu. ga mutu bgt !",Negatif,Negatif,93.6,5.4,93.6,Sesuai
2259,fendie saja,4,2026-08-28,terkadang masih lemot nggih,Negatif,Negatif,77.7,20.8,77.7,🚨 Bintang 4-5 tapi Prediksi ML Negatif (Taktik Komplain)
2260,Unknown Number,1,2026-08-28,otp SMS g bisa,Negatif,Negatif,92.5,7.2,92.5,Sesuai
2261,irianto sesa,1,2026-08-28,aplikasi payah,Negatif,Negatif,84.4,14.1,84.4,Sesuai
2262,eko setyo haryadu,1,2026-08-28,Lemott dan hrs berulang2 kalau mau log in,Negatif,Negatif,78,19.7,78,Sesuai
2263,Bli Rafiq,5,2026-08-28,mudah dan memudahkan,Positif,Positif,98.6,98.6,1.4,Sesuai
2264,Winta Lita,5,2026-08-28,sangat membantu,Positif,Positif,99.7,99.7,0.3,Sesuai
2265,Nora Destiyanda,1,2026-08-28,OTP susah masuk selalu gangguan padahal pulsa dan wifi ada !!!,Negatif,Negatif,91.1,8.1,91.1,Sesuai
2266,Hans HW,5,2026-08-28,mantap,Positif,Positif,99.2,99.2,0.7,Sesuai
2267,Ainur Ifa,1,2026-08-28,ruwet,Negatif,Negatif,79.9,19.2,79.9,Sesuai
2268,Kriswantobilal Bilal,1,2026-08-28,untuk mendaftar aja susah apl jangan bikin susah,Negatif,Negatif,90,9.5,90,Sesuai
2269,Nang Pabuaran,5,2026-08-28,minta di update tapi jadi tidak kompatsblr,Positif,Negatif,61.6,36.9,61.6,🚨 Bintang 4-5 tapi Prediksi ML Negatif (Taktik Komplain)
2270,Warti Susanti,1,2026-08-28,"selamat pagi,,,saya terkendala pas masuk ke mobile JKN dari kemaren gak bisa aj buat daftar di faskes 1, hari ini saya coba daftar lansung ke faskes 1 pake nomor antrian sementara dan itu juga belum tentu bisa di periksa dokter nya. minta solusi terbaik, agar aplikasi bisa digunakan kembali, makasih",Positif,Negatif,57.7,41.6,57.7,Sesuai
2271,Jesica Rara,1,2026-08-28,lola bgt,Negatif,Positif,60.4,60.4,37,💡 Bintang 1-2 tapi Prediksi ML Positif (Pujian / Salah Klik)
2272,Guntur Official,4,2026-08-28,min saran min tambahkan check laboratorium nya min,Positif,Positif,61.8,61.8,35.9,Sesuai
2273,Nadhifa Almahyra,1,2026-08-28,tidak dapat menginstal.,Negatif,Negatif,64.4,34.1,64.4,Sesuai
2274,Ardiana Dwinur Nugraha,1,2026-08-28,Aplikasi rusak mau daftar baru gabisa bisa masukin no telp,Negatif,Negatif,88.7,10.2,88.7,Sesuai
2275,sutrisno edi,5,2026-08-28,mudah digunakan,Positif,Positif,97.4,97.4,2.6,Sesuai
2276,Weni Arsi wibowo,1,2026-08-28,"kayak mana sih aplikasi ini bikin kesel, mau masuk muter terus gimana mau daftar berobat lewat jkn kalo gak bisa masuk, internet udah stabil tapi masih muter muter captcha nya haduhh, perbaiki dong aplikasi nya jangan buat kesel gini, bad banget!",Negatif,Negatif,96.8,2.9,96.8,Sesuai
2277,oryza nofasyah,5,2026-08-28,ok,Positif,Positif,51.5,51.5,45.6,Sesuai
2278,nur atika,1,2026-08-28,"tolong di perbaiki, ini g jelas betul datanya, grus masuknya GANGGUAN TERUS G TERIMA KODE OTP, TOLONG DONG",Negatif,Negatif,90.2,9.5,90.2,Sesuai
2279,Sukma Hidayat,1,2026-08-28,"ini gimana mau login gak bisa ,kirim ke nomor untuk perivikasi malah tidk dapat di proses mulu ? udh ganti beberapa nomor ttp aja sama ,ini untuk mempermudah masyarakat apa buat nyusahin masyrakan yg mau daftar jkn ?",Negatif,Negatif,95.4,4.3,95.4,Sesuai
2280,Vero Alvianus,1,2026-08-28,aplikasi tidak bisa verivikasi SMS malah gagal terus .. aplikasi macam apa ini tidak membantu yang sedang membutuhkan,Negatif,Negatif,94.1,5.5,94.1,Sesuai
2281,Saep Pudin,5,2026-08-28,mantap👍,Positif,Positif,99.2,99.2,0.7,Sesuai
2282,Sems Tindi,1,2026-08-28,aplikasi tololl daftar gabisa²,Negatif,Negatif,73.4,25.3,73.4,Sesuai
2283,Indra Wijaya,1,2026-08-28,tidak bagus karna pelayanan kurang respon trus buat mau ambil antrian juga sangat ribet kadang gak terdaftar di mobile jkn padahal suda ada surat kontrol mohon di perbaiki kalo gak bisa mending di hps aja tidak ush pake apk klo masih blm bisa di perbaiki,Negatif,Negatif,90,9.7,90,Sesuai
2284,Yadie Merem,1,2026-08-28,malah tidak bisa di hp saya,Negatif,Negatif,94.2,5.7,94.2,Sesuai
2285,Achmad wahyudi,1,2026-08-28,buat daftar saja susah .. log in ganti password apa lagi.. semua apk pemerintah gak ada yang bisa dipakek..,Negatif,Negatif,97.7,2.1,97.7,Sesuai
